category|title|description
giai-tri            |Tái hiện phút chia tay người chiến sĩ cách mạng tại “Bút sắc, lòng son”                                                                                                                                 |"Hoạt cảnh chia tay của chiến sĩ Phạm Hướng khiến nhiều khách tham quan không gian trưng bày ""Bút sắc, lòng son"" tại Di tích Nhà tù Hỏa Lò xúc                                                                                                                                                                                                                                                                                                                                                                       "
giai-tri            |Hơn 400 hiện vật gốm cổ tại Bảo tàng Gốm thời dựng nước                                                                                                                                                 |Hơn 400 hiện vật bao gồm Chõ gốm Đông Sơn và gốm cổ thuộc các nền văn hóa khác nhau được trưng bày tại Bảo tàng Gốm thời dựng nước (TPHCM), thu                                                                                                                                                                                                                                                                                                                                                                     
giai-tri            |Quốc Thiên mời Hồ Ngọc Hà, Bùi Công Nam hát trong hòa nhạc 10.000 khán giả                                                                                                                              |Ca sĩ Quốc Thiên gây bất ngờ khi công bố Hồ Ngọc Hà là khách mời biểu diễn trong hòa nhạc, dù trước đó anh chưa từng hợp tác cùng đàn chị.                                                                                                                                                                                                                                                                                                                                                                          
giai-tri            |Á hậu Quỳnh Châu hé lộ khoảnh khắc được bạn trai CEO cầu hôn ở bãi biển                                                                                                                                 |Á hậu Chế Nguyễn Quỳnh Châu lần đầu chia sẻ về khoảnh khắc được cầu hôn ở bãi biển.                                                                                                                                                                                                                                                                                                                                                                                                                                 
giai-tri            |Trở thành Quán quân cuộc thi tại Nga, Đức Phúc được thưởng bao nhiêu tiền?                                                                                                                              |Đức Phúc nhận giải thưởng 30 triệu ruble (hơn 9 tỷ đồng) khi giành chiến thắng tại cuộc thi Intervision 2025. Chia sẻ sau khi đăng quang, anh cho biết sẽ                                                                                                                                                                                                                                                                                                                                                           
giai-tri            |Ồn ào web cá độ trong MV của Ưng Hoàng Phúc, Khánh Phương: Luật sư nói gì?                                                                                                                              |Theo luật sư Nguyễn Ngọc Hùng - Trưởng văn phòng luật sư Kết nối, chỉ cần để hình ảnh web cá độ xuất hiện, ê-kíp sản xuất và nghệ sĩ vẫn có thể                                                                                                                                                                                                                                                                                                                                                                     
giai-tri            |Tranh cãi Hoa hậu Chuyển giới Quốc tế không được chúc mừng khi đăng quang                                                                                                                               |Midori Monet vừa đăng quang Hoa hậu Chuyển giới Quốc tế (Miss International Queen) 2025 nhưng cảnh cô đứng lẻ loi không nhận được sự chúc mừng                                                                                                                                                                                                                                                                                                                                                                      
giai-tri            |Phương Oanh lên tiếng cảnh báo vì bị mạo danh hình ảnh                                                                                                                                                  |Nữ diễn viên cho biết, một tài khoản đã mạo danh cô để quảng cáo và buôn bán sản phẩm. Cô sẽ nhờ pháp luật can thiệp để bảo vệ hình ảnh của                                                                                                                                                                                                                                                                                                                                                                         
giai-tri            |HLV Mai Đức Chung, NSND Xuân Bắc dự Đại hội Thi đua yêu nước của Bộ Văn hóa                                                                                                                             |300 gương mặt nghệ sĩ, vận động viên tiêu biểu sẽ tham dự Đại hội Thi đua yêu nước toàn quốc lần thứ IV của Bộ Văn hóa - Thể thao và Du lịch.                                                                                                                                                                                                                                                                                                                                                                       
giai-tri            |Hé lộ hậu trường kỹ xảo trong bom tấn gần 700 tỷ đồng “Mưa đỏ”                                                                                                                                          |Bộ phim “Mưa đỏ” có tổng cộng 2.500 cảnh quay, trong đó khoảng 700 cảnh phải xử lý hiệu ứng và kỹ xảo hậu kỳ (gọi là visual effect hay VFX).                                                                                                                                                                                                                                                                                                                                                                        
giai-tri            |Vụ mỹ nam Trung Quốc rơi lầu tử vong: Công an làm rõ nghi vấn bị sát hại                                                                                                                                |Tối 21/9, đại diện công an quận Triều Dương, Bắc Kinh (Trung Quốc) ra thông báo về việc nam diễn viên Vu Mông Lung qua đời. Với nghi vấn về việc anh bị sát                                                                                                                                                                                                                                                                                                                                                         
giai-tri            |Xuất hiện sau 3 tháng bị đột quỵ, sức khỏe Huỳnh Anh Tuấn hiện ra sao?                                                                                                                                  |Sau 3 tháng vắng bóng vì bị đột quỵ, nghệ sĩ Huỳnh Anh Tuấn lần đầu xuất hiện, chia sẻ về chặng đường giành giật sự sống.                                                                                                                                                                                                                                                                                                                                                                                           
giai-tri            |Ba nghệ sĩ Trung Quốc ra đi với nhiều uẩn khúc, gây chấn động truyền thông                                                                                                                              |Trước khi Vu Mông Lung qua đời và để lại nhiều nghi vấn, làng giải trí Trung Quốc từng chứng kiến sự ra đi của 2 nghệ sĩ. Kiều Nhậm Lương và                                                                                                                                                                                                                                                                                                                                                                        
giai-tri            |Đức Phúc giành quán quân quốc tế: Đi thi lặng lẽ, mang nón lá làm quà                                                                                                                                   |Tối 20/9 (giờ địa phương) tại sân vận động Live Arena (Moskva, Nga), Đức Phúc - đại diện Việt Nam - đã xuất sắc giành ngôi quán quân cuộc thi âm                                                                                                                                                                                                                                                                                                                                                                    
giai-tri            |Con trai cao 1,8m lần đầu đóng phim, có cả ảnh thờ: Thái Hòa nói gì?                                                                                                                                    |"Trong ""Tử chiến trên không"", Thái Hòa lần đầu đóng phim cùng con trai Bom. Anh thừa nhận cảm xúc ""khó tả” khi thấy con trai ở phim trường, song                                                                                                                                                                                                                                                                                                                                                                     "
giai-tri            |Ngoại hình khác lạ gây xôn xao của mỹ nhân được gọi là “Barbie xứ Hàn”                                                                                                                                  |Han Chae Young được xem là một trong những biểu tượng nhan sắc của làng giải trí Hàn Quốc nhiều năm qua. Tuy nhiên, qua tuổi 40, gương mặt của người đẹp                                                                                                                                                                                                                                                                                                                                                            
giai-tri            |"Vì sao Thái Hòa nhận vai phản diện gây ám ảnh trong ""Tử chiến trên không""?                                                                                                                              "|"Nam diễn viên tiết lộ rằng, thời điểm đọc kịch bản ""Tử chiến trên không"", bản thân đã bị thuyết phục. Khi lên phim, ánh mắt của anh trong vai                                                                                                                                                                                                                                                                                                                                                                       "
giai-tri            |Truyền thông Nga khen Đức Phúc thắng xứng đáng, có nghĩa cử cao đẹp                                                                                                                                     |Tối 20/9, Đức Phúc đã giành chiến thắng tại cuộc thi Intervision 2025 và gây tiếng vang lớn trong truyền thông và dư luận Nga. Anh trở thành nghệ sĩ Việt                                                                                                                                                                                                                                                                                                                                                           
giai-tri            |Gia đình nghệ sĩ Dương Khắc Linh và Trung Ruồi đi tìm những “Sứ giả Trung Thu”                                                                                                                          |Mùa trăng năm nay, gia đình hai nghệ sĩ Dương Khắc Linh và Trung Ruồi cùng tìm về những phép màu đêm rằm cùng “Sứ giả Trung Thu” trong chương                                                                                                                                                                                                                                                                                                                                                                       
giai-tri            |Bộ Văn hoá nói lý do chọn Đức Phúc dự thi âm nhạc ở Nga                                                                                                                                                 |Đức Phúc đã vượt 22 nghệ sĩ quốc tế giành ngôi vị Quán quân tại cuộc thi Intervision 2025 tổ chức ở Live Arena (Nga). Đại diện Bộ VH-TT&DL chia                                                                                                                                                                                                                                                                                                                                                                     
giai-tri            |Đức Phúc trả lời báo Nga gây sốt, tiết lộ về ê-kíp 14 người hỗ trợ                                                                                                                                      |Sau khi giành giải Quán quân ở cuộc thi âm nhạc Intervision tại Nga, ca sĩ Đức Phúc cho biết, đội ngũ hỗ trợ đến từ Việt Nam có 14 người. Anh sẽ                                                                                                                                                                                                                                                                                                                                                                    
giai-tri            |Kim Huyền: Rời showbiz sang Nhật phụ bếp, nhớ kỷ niệm với Lê Công Tuấn Anh                                                                                                                              |Từng là diễn viên quen mặt trên sân khấu kịch miền Nam, Kim Huyền bất ngờ sang Nhật mưu sinh. Khi trở về, chị sống trong căn nhà thuê, chiến đấu                                                                                                                                                                                                                                                                                                                                                                    
giai-tri            |Hành trình hồi sinh của Chung Hân Đồng sau biến cố bị phát tán ảnh nóng                                                                                                                                 |Cuộc đời của nữ diễn viên Chung Hân Đồng trải qua nhiều biến cố. Cô gần như mất sự nghiệp sau bê bối ảnh nóng, đổ vỡ hôn nhân ở tuổi 40 và từ bỏ ý định làm                                                                                                                                                                                                                                                                                                                                                         
giai-tri            |Cựu Hoa hậu từng có mối tình đau khổ với Thành Long, bị con gái từ mặt                                                                                                                                  |Ngô Ỷ Lợi từng là diễn viên sáng giá của làng giải trí sau khi đăng quang Hoa hậu châu Á năm 1990 vào năm 17 tuổi. Hiện tại, bạn gái cũ của Thành Long sống                                                                                                                                                                                                                                                                                                                                                         
giai-tri            |"Phương Trà My sau ""Vợ ba"": Tôi từ chối hết những lời mời có cảnh nóng                                                                                                                                   "|"6 năm kể từ vai diễn nhiều tranh cãi trong ""Vợ ba"", Phương Trà My trở lại màn ảnh với ""Khế ước bán dâu"". Ở tuổi 21, cô chia sẻ hành trình trưởng                                                                                                                                                                                                                                                                                                                                                                    "
giai-tri            |Nhan sắc tuổi U60 của “Tiểu Long Nữ” Lý Nhược Đồng khiến khán giả trầm trồ                                                                                                                              |Hình ảnh mới nhất của Lý Nhược Đồng tại một khu chợ đêm đã gây sốt mạng xã hội. Dáng vóc thon thả và mái tóc óng mượt của Tiểu Long Nữ đẹp nhất màn ảnh Hoa                                                                                                                                                                                                                                                                                                                                                         
giai-tri            |Mỹ nhân một thời Trương Mạn Ngọc sống cô độc, tìm vui từ nuôi gà, làm ruộng                                                                                                                             |Ngọc nữ của làng giải trí Hoa ngữ Trương Mạn Ngọc chọn cuộc sống kín tiếng, rời xa làng giải trí khi bước vào tuổi lão. Bà từng là biểu tượng                                                                                                                                                                                                                                                                                                                                                                       
giai-tri            |Mỹ nhân chuyển giới Hà Lan gây chú ý khi đến Việt Nam thi hoa hậu                                                                                                                                       |Hoa hậu Chuyển giới Quốc tế 2023 Solange Dekker xác nhận góp mặt tại Miss Cosmo 2025, diễn ra ở Việt Nam vào cuối tháng 11.                                                                                                                                                                                                                                                                                                                                                                                         
giai-tri            |Vụ mỹ nam rơi lầu tử vong: Nghi vấn là án mạng, đồng nghiệp đòi công bằng                                                                                                                               |Những ngày qua, uẩn khúc liên quan tới cái chết của nam diễn viên Vu Mông Lung tiếp tục là tâm điểm truyền thông Trung Quốc, khiến người hâm mộ xót xa.                                                                                                                                                                                                                                                                                                                                                             
giai-tri            |"""Chu công án"": Tiểu thuyết trinh thám cổ cuốn hút như ""Bao Thanh Thiên""                                                                                                                                 "|"""Chu công án"" là tiểu thuyết trinh thám cổ gây chú ý nhờ cốt truyện ly kỳ, sâu sắc và không khí phá án gợi nhớ đến huyền thoại ""Bao Thanh                                                                                                                                                                                                                                                                                                                                                                           "
giai-tri            |Nhà văn Nhật Chiêu tiết lộ về thơ ca của 2 vị vua nhà Trần                                                                                                                                              |Nhà văn Nhật Chiêu cho rằng, các tác phẩm thơ ca của vua Trần Thái Tông và Trần Nhân Tông mang hơi thở của thời đại, trị nước an dân mà vẫn làm                                                                                                                                                                                                                                                                                                                                                                     
giai-tri            |"Nhà sử học Dương Trung Quốc: ""Muốn nâng cao văn hóa đọc, phải có sách hay""                                                                                                                              "|Nhà sử học Dương Trung Quốc cho rằng, các ứng dụng AI (trí tuệ nhân tạo) không thể thay thế được con người khi viết sách. Nhưng muốn nâng cao                                                                                                                                                                                                                                                                                                                                                                       
giai-tri            |"Sắp ra mắt ""Ánh sáng trong ta""- cuốn sách mới của Michelle Obama                                                                                                                                        "|"""Ánh sáng trong ta"" - phần tiếp theo trong bộ hồi ký của cựu Đệ nhất phu nhân Michelle Obama - sẽ ra mắt bạn đọc Việt Nam với nhiều đồng cảm,                                                                                                                                                                                                                                                                                                                                                                       "
giai-tri            |Thư Kỳ vượt qua mặc cảm đóng phim cấp ba, trở thành đạo diễn                                                                                                                                            |Ngày 4/9, nữ diễn viên Thư Kỳ xuất hiện tại Liên hoan phim Venice 2025 tại Italy để ra mắt phim đầu tay do cô đạo diễn. Tác phẩm mang tên “Girl”                                                                                                                                                                                                                                                                                                                                                                    
giai-tri            |VTV mời 3 chuyên gia Nga, huy động 500 người, hàng trăm máy quay dịp A80                                                                                                                                |Các chuyên gia của Nga và chuyên gia đầu ngành quay phim đã được mời để chia sẻ kinh nghiệm với VTV trước khi làm chương trình trực tiếp lễ kỷ                                                                                                                                                                                                                                                                                                                                                                      
giai-tri            |"Phương Oanh diễn như ""lên đồng"" cảnh bảo vệ con, hút hơn 6 triệu lượt xem                                                                                                                               "|Trong tập 12 “Gió ngang khoảng trời xanh”, cảnh Mỹ Anh (Phương Oanh) nổi giận, tát thẳng tay người đã bắt nạt con trai hút hơn 6 triệu lượt xem,                                                                                                                                                                                                                                                                                                                                                                    
giai-tri            |"""Mưa đỏ"" đạt top 2 doanh thu lịch sử, chuyên gia dự đoán đỉnh 700 tỷ đồng                                                                                                                               "|"""Mưa đỏ"" đã vượt mốc 487 tỷ đồng, trở thành phim có doanh thu cao thứ 2 tại thị trường điện ảnh Việt Nam. Người hâm mộ đang nín thở theo dõi                                                                                                                                                                                                                                                                                                                                                                        "
giai-tri            |"Cha đẻ của ""Gangnam Style"": ""Gã tâm thần"" khác biệt sở hữu MV 5,6 tỷ view                                                                                                                               "|Trước khi bị điều tra việc sử dụng thuốc không được kê đơn, giọng ca nổi tiếng Psy nhiều lần khiến làng giải trí xứ Hàn dậy sóng bởi phong cách khác lạ hay                                                                                                                                                                                                                                                                                                                                                         
giai-tri            |"Quán quân ""Thần tượng Bolero 2016"" Trung Quang giờ ra sao?                                                                                                                                              "|Rời khỏi công ty quản lý sau nhiều năm gắn bó, một năm qua, Trung Quang nỗ lực hoạt động độc lập, đi diễn điều đặn. Gần đây, anh gây chú ý khi                                                                                                                                                                                                                                                                                                                                                                      
giai-tri            |Nhạc sĩ Phạm Tuyên tặng “Như có Bác trong ngày đại thắng” cho Báo Nhân Dân                                                                                                                              |"Chiều 29/8, tại Hà Nội, Báo Nhân Dân đã trang trọng tổ chức lễ tiếp nhận bản thảo và bản quyền ca khúc ""Như có Bác trong ngày đại thắng"" do nhạc                                                                                                                                                                                                                                                                                                                                                                    "
giai-tri            |Đen Vâu: “Tôi hãnh diện khoe bố mẹ khi được góp mặt trong đoàn diễu hành”                                                                                                                               |"""Được góp mặt trong đoàn diễu hành, tôi mang những tấm ảnh kỷ niệm về khoe với bố mẹ. Đó là điều khiến tôi vô cùng xúc động và hãnh diện"",                                                                                                                                                                                                                                                                                                                                                                          "
giai-tri            |Hoa hậu mới đăng quang của Hàn Quốc được khen đẹp như “búp bê sống”                                                                                                                                     |Người đẹp Jung Yeon Woo vừa đăng quang tại cuộc thi Hoa hậu Hàn Quốc 2025. Nhan sắc ngọt ngào như búp bê sống của Yeon Woo khiến cô nhận được nhiều sự ủng                                                                                                                                                                                                                                                                                                                                                          
giai-tri            |Đôi dép tông 18 triệu đồng bất ngờ gây sốt, vượt qua giày 5 ngón của Jennie                                                                                                                             |Mẫu dép này đang được nhiều ngôi sao trên thế giới ưa chuộng, nhất là sau khi Jonathan Bailey lăng xê trên thảm đỏ.                                                                                                                                                                                                                                                                                                                                                                                                 
giai-tri            |Người mẫu ngồi xe lăn, cặp vợ chồng tí hon tự tin trình diễn thời trang                                                                                                                                 |"Không còn là sân khấu của những tiêu chuẩn sắc vóc thông thường, ""Vietnam Disability Fashion Show 2025"" thu hút sự chú ý với dàn người mẫu đặc                                                                                                                                                                                                                                                                                                                                                                      "
suc-khoe            |Những thói quen thời trẻ giúp giảm đau xương khớp tuổi già                                                                                                                                              |Tập thể dục thường xuyên, uống đủ nước, giữ đúng tư thế học tập và làm việc còn trẻ có thể giảm cơn đau khớp khi về già.                                                                                                                                                                                                                                                                                                                                                                                            
suc-khoe            |5 cách đơn giản giảm acid uric                                                                                                                                                                          |Thay đổi chế độ ăn uống, hạn chế thực phẩm giàu purin, đi bộ, bơi lội, tập yoga thường xuyên có thể giúp giảm chỉ số acid uric.                                                                                                                                                                                                                                                                                                                                                                                     
suc-khoe            |Bé 5 tuổi cận 10 độ vì ông bà dỗ bằng điện thoại                                                                                                                                                        |Trung QuốcThấy cháu trai 5 tuổi khóc, ông bà thường đưa điện thoại dỗ dành, khiến bé bị cận thị nặng gần 10 độ.                                                                                                                                                                                                                                                                                                                                                                                                     
suc-khoe            |Những món ăn uống phòng ung thư dạ dày                                                                                                                                                                  |Trà xanh, rau củ nhiều màu sắc, ngũ cốc nguyên hạt có nhiều dưỡng chất giúp bảo vệ niêm mạc dạ dày, chống viêm, loại bỏ các độc tố có thể dẫn đến ung thư.                                                                                                                                                                                                                                                                                                                                                          
suc-khoe            |Quy tắc 20-20-20 tốt cho mắt thế nào?                                                                                                                                                                   |Áp dụng quy tắc 20-20-20 có thể giúp giảm các triệu chứng khô, khó chịu ở mắt, nhất là khi kết hợp với các thói quen lành mạnh khác khi dùng thiết bị điện tử.                                                                                                                                                                                                                                                                                                                                                      
suc-khoe            |Thụ tinh nhân tạo có con sau 9 năm vô sinh thứ phát                                                                                                                                                     |TP HCMChị Thủy Tuyên, 36 tuổi, sau sinh con đầu lòng đến nay suốt 9 năm không thể mang thai lần nữa, phải thụ tinh nhân tạo.                                                                                                                                                                                                                                                                                                                                                                                        
suc-khoe            |Chữa hết béo phì ở tuổi trung niên                                                                                                                                                                      |TP HCMÔng Kiên, 54 tuổi, béo phì nhiều năm, nhờ liệu trình cá thể hóa đã giảm 21 kg và 1/2 vòng bụng sau 7 tháng điều trị.                                                                                                                                                                                                                                                                                                                                                                                          
suc-khoe            |Bị nhuyễn xương do u trung mô                                                                                                                                                                           |TP HCMAnh Tài, 31 tuổi, đau vùng cột sống lưng, yếu hai chân, sau nhiều xét nghiệm mới phát hiện u trung mô phosphaturic gây mất phosphat và canxi dẫn đến nhuyễn xương.                                                                                                                                                                                                                                                                                                                                            
suc-khoe            |Các mốc siêu âm song thai                                                                                                                                                                               |Thai phụ nên siêu âm ở tuần thai 12, 16, 20, 24, 28, 32, 36 giúp bác sĩ theo dõi sát sự phát triển của song thai, phát hiện bất thường, can thiệp kịp thời.                                                                                                                                                                                                                                                                                                                                                         
suc-khoe            |Trị zona thần kinh bằng tỏi được không?                                                                                                                                                                 |Bôi tỏi có giúp sát trùng, chống viêm lên vết loét zona thần kinh ở lưng để diệt virus không? (Giang Hương, 53 tuổi, Tiền Giang)                                                                                                                                                                                                                                                                                                                                                                                   
suc-khoe            |Giảm thị lực do hai mắt cùng bị đục thủy tinh thể                                                                                                                                                       |TP HCMBà Bình, 70 tuổi, cận thị, hai năm nay mắt mờ dần nhìn nhòe như có màn sương, bác sĩ chẩn đoán đục thủy tinh thể hai mắt.                                                                                                                                                                                                                                                                                                                                                                                     
suc-khoe            |Đầy hơi khác béo bụng thế nào                                                                                                                                                                           |Béo bụng phát triển theo thời gian dài, còn đầy bụng thường xuất hiện bất ngờ, có thể kèm theo các triệu chứng tiêu hóa.                                                                                                                                                                                                                                                                                                                                                                                            
suc-khoe            |Người trẻ đau khớp vì ngồi nhiều, tập sai cách                                                                                                                                                          |Ngồi lâu, ít vận động, chơi thể thao sai kỹ thuật khiến nhiều người trẻ có nguy cơ thoái hóa, viêm khớp sớm vốn trước đây xảy ra với người lớn tuổi.                                                                                                                                                                                                                                                                                                                                                                
suc-khoe            |Can thiệp mạch thần kinh - kỷ nguyên mới điều trị đột quỵ                                                                                                                                               |Can thiệp mạch thần kinh mở ra kỷ nguyên mới trong chẩn đoán và điều trị đột quỵ, mang lại cơ hội hồi phục và chất lượng sống tốt hơn cho người bệnh.                                                                                                                                                                                                                                                                                                                                                               
